phase;name;index;predecessors;type;microProjects;smallProjects;avgProjects;bigProjects;veryBigProjects;hugeProjects;category;discipline;description;author
Elaboration;Implement Test Suite;295;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Implementacja testow;Emil MaKA
Elaboration;Execute Test Suite;296;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Uruchomienie testow;Emil MaKA
Elaboration;Analyze Test Failure;297;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Analiza testow, ktore zakonczyly sie niepowodzeniem;Emil MaKA
Elaboration;Structure the Test Implementation;298;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;To zadanie opisuje, jak zdefiniowac ogolna strukture implementacji zestawu testow.;Emil MaKA
Elaboration;Identify Test Ideas;299;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Identyfikacja pomyslow na test;Emil MaKA
Elaboration;Determine Test Results;300;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Okreslenie rezultatow testow;Emil MaKA
Elaboration;Achieve Acceptable Mission;301;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;Ta aktywnosc sprawdza, czy osiagnelismy zamierzony cel;Emil MaKA
Elaboration;Assess and Improve Test Effort;302;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Ocena i poprawa testow;Emil MaKA
Elaboration;Assess and Advocate Quality;303;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;Ocena jakosci;Emil MaKA
Elaboration;Determine Test Results;304;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zdefiniowanie szczegolow testow;Emil MaKA
Elaboration;Improve Test Assets;305;301,292;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Okreslenie rezultatow testow;Emil MaKA
Elaboration;Prepare Guidelines for the Project;306;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Przygotowanie wytycznych projektu;Emil MaKA
Elaboration;Define Test Approach;307;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano sposob definiowania strategii testowania i konkretnych technik, ktore beda stosowane, oraz przedstawiono architekture automatyzacji testow.;Adrian MALIK
Elaboration;Define Testability Elements;308;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak zidentyfikowac elementy, ktore beda wspierac i umozliwiac testowanie.;Adrian MALIK
Elaboration;Structure the Test Implementation;309;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak okreslic ogolna strukture implementacji zestawu testow.;Adrian MALIK
Elaboration;Identify Test Ideas;310;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to opisuje, jak zidentyfikowac odpowiednie pomysly na testy dla kazdej kombinacji motywatorow testowych i docelowych pozycji testowych.;Adrian MALIK
Elaboration;Define Test Details;311;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to opisuje, jak szczegolowo opisac idee testowe w okreslonym kontekscie, wynikajacym z docelowych elementow testu.;Adrian MALIK
Elaboration;Define Assessment and Traceability Needs;312;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano sposob definiowania wymagan dotyczacych oceny i identyfikowalnosci oraz ogolna strategie, ktora bedzie realizowana.;Adrian MALIK
Elaboration;Implement Test;313;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak tworzyc testy samodzielne lub wspolpracujace.;Adrian MALIK
Elaboration;Implement Test Suite;314;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak okreslic, ktore testy powinny byc wykonywane razem.;Adrian MALIK
Elaboration;Develop Support Material [within Scope];315;117;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;Obejmuje to dzialania wymagane do opracowania materialow pomocniczych, takich jak samouczki, dokumentacja produktu, probki, w zakresie okreslonym w planie iteracji.;Adrian MALIK
Elaboration;Develop Support Material;316;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W wyniku tego dzialania powstaja zabezpieczenia niezbedne do skutecznego wdrozenia produktu u uzytkownikow.;Adrian MALIK
Elaboration;Develop Training Materials;317;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;Zadanie to opisuje, w jaki sposob nalezy przygotowac materialy potrzebne do szkolenia uzytkownikow produktu.;Adrian MALIK
Elaboration;Develop Support Materials;318;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W tym zadaniu opisano opracowanie materialow pomocniczych dla uzytkownikow.;Adrian MALIK
Elaboration;Create Product Artwork;319;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;To zadanie opisuje tworzenie szaty graficznej produktu. Grafika produktu moze byc publikowana w formie drukowanej bezposrednio na opakowaniu produktu lub w formie miekkiej na potrzeby sieci.;Adrian MALIK
Elaboration;Develop Installation Work Products ;320;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W tym zadaniu opisano sposob tworzenia calego oprogramowania wymaganego do szybkiego, latwego i bezpiecznego instalowania i odinstalowywania produktu, bez wplywu na inne aplikacje lub wlasciwosci systemu.;Adrian MALIK
Elaboration;Test and Evaluate;321;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W ramach tego dzialania uzyskuje sie odpowiedni zakres i glebokosc testow, aby umozliwic wystarczajaca ocene elementow bedacych celem testow, przy czym wystarczajaca ocena jest regulowana przez aktualne motywatory testow i misje oceny.;Adrian MALIK
Elaboration;Define Test Details;322;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to opisuje, jak szczegolowo opisac idee testowe w okreslonym kontekscie, wynikajacym z docelowych elementow testu.;Patryk BARCZAK
Elaboration;Implement Test;323;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak tworzyc testy samodzielne lub wspolpracujace.;Patryk BARCZAK
Elaboration;Implement Test Suite;324;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak okreslic, ktore testy powinny byc wykonywane razem.;Patryk BARCZAK
Elaboration;Execute Test Suite;325;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, w jaki sposob wykonac odpowiednie zbiory badan wymaganych do oceny jakosci wyrobu oraz w jaki sposob rejestrowac wyniki badan, aby ulatwic biezaca ocene wyrobu.;Patryk BARCZAK
Elaboration;Analyze Test Failure;326;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to koncentruje sie na lokalizowaniu, izolowaniu i diagnozowaniu niepowodzen testow oraz ich skutecznym dokumentowaniu.;Patryk BARCZAK
Elaboration;Structure the Test Implementation;327;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak okreslic ogolna strukture implementacji zestawu testow.;Patryk BARCZAK
Elaboration;Identify Test Ideas;328;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to opisuje, jak zidentyfikowac odpowiednie pomysly na test dla kazdej kombinacji motywatorow testu i docelowych pozycji testowych.;Patryk BARCZAK
Elaboration;Determine Test Results;329;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak dokladnie zapisac wyniki badania i jakie dzialania nalezy podjac.;Patryk BARCZAK
Elaboration;Plan for Next Iteration;330;125,146,189,199,208,315,268;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W ramach tej czynnosci tworzy sie Plan iteracji, czyli drobnoziarnisty plan, ktory ma sluzyc jako przewodnik dla nastepnej iteracji.;Patryk BARCZAK
Elaboration;Develop Iteration Plan;331;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W tym zadaniu opisano sposob tworzenia planu iteracji poprzez zdefiniowanie zakresu, kryteriow oceny, czynnosci oraz przydzielenie odpowiedzialnosci za iteracje.;Patryk BARCZAK
Elaboration;Develop Business Case;332;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Zadanie to okresla, w jaki sposob nalezy opracowac Uzasadnienie Biznesowe, identyfikujac podstawowe aspekty produktowe, biznesowe i finansowe rozwoju nowego produktu, a takze glowne ograniczenia i opcje, ktore nalezy rozwazyc.;Patryk BARCZAK
Elaboration;Iteration Plan Review;333;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W tym zadaniu opisano sposob zatwierdzania proponowanego planu pracy dla biezacej iteracji.;Patryk BARCZAK
Elaboration;Lifecycle Architecture Milestone;334;116;Milestone;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;Na koncu fazy opracowania znajduje sie drugi wazny kamien milowy projektu - kamien milowy architektury cyklu zycia. Na tym etapie analizowane sa szczegolowe cele i zakres systemu, wybor architektury oraz rozwiazanie problemu glownych zagrozen.;Patryk BARCZAK
Construction;Construction;335;115;Phase;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;Celem fazy budowy jest sprecyzowanie pozostalych wymagan i ukonczenie tworzenia systemu na podstawie architektury bazowej. Faza budowy jest w pewnym sensie procesem produkcyjnym, w ktorym nacisk kladzie sie na zarzadzanie zasobami i kontrolowanie operacji w celu optymalizacji kosztow, harmonogramu i jakosci. W tym sensie sposob myslenia o zarzadzaniu przechodzi od rozwoju wlasnosci intelektualnej w fazie poczatkowej i opracowania do rozwoju produktow nadajacych sie do wdrozenia w fazie budowy i transformacji.;Patryk BARCZAK
Construction;Construction Iteration [n];336;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;Ta iteracja obejmuje czynnosci, ktore nalezy wykonac podczas iteracji w fazie budowy. Celem fazy budowy jest sprecyzowanie pozostalych wymagan i ukonczenie tworzenia systemu na podstawie architektury bazowej. Faza budowy jest w pewnym sensie procesem produkcyjnym, w ktorym nacisk kladzie sie na zarzadzanie zasobami i kontrolowanie operacji w celu optymalizacji kosztow, harmonogramu i jakosci. W tym sensie sposob myslenia o zarzadzaniu przechodzi od rozwoju wlasnosci intelektualnej w fazie poczatkowej i opracowania do rozwoju produktow nadajacych sie do wdrozenia w fazie budowy i transformacji.;Patryk BARCZAK
Construction;Prepare Environment for an Iteration;337;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;Przygotowanie srodowiska pod iteracje.;Dawid BONDYRA
Construction;Develop Development Case;338;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;Zadanie definiuje proces rozwoju oprogramowanie dla organizacji lub projektu;Dawid BONDYRA
Construction;Prepare Guidelines for the Project;339;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;Najczesciej instrukcjie i konkretne przyklady sa tworzone podczas pracy, tworzenia srodowiska dla iteracji;Dawid BONDYRA
Construction;Develop Manual Styleguide;340;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;Styleguide ma pomoc zachowac zgodnosc dla wszystkich materialow wspoerajacych uzytkownika koncowego;Dawid BONDYRA
Construction;Prepare Templates for the Project;341;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;Przygotowanie prototypow pod projekt.;Dawid BONDYRA
Construction;Launch Development Process;342;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;-;Dawid BONDYRA
Construction;Set Up Tools;343;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;Instalacja potrzebnych narzedzi;Dawid BONDYRA
Construction;Verify Tool Configuration and Installation;344;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;Przeprowadzenie procesu weryfikacji narzedzi do konfiguracji i instalacji systemu.;Dawid BONDYRA
Construction;Ongoing Management and Support;345;337;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;Obejmuje to rozne dzialania zwiazane z zarzadzaniem i wsparciem, ktore sa powtarzane na biezaco w trakcie realizacji projektu.;Dawid BONDYRA
Construction;Manage Iteration;346;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;To dzialanie zawiera czynnosci rozpoczynajace, konczace i podsumowujace iteracje.;Dawid BONDYRA
Construction;Acquire Staff;347;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W tym zadaniu opisano, w jaki sposob przypisac pracownikow do projektu i zorganizowac ich w zespoly.;Dawid BONDYRA
Construction;Initiate Iteration;348;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Zadanie to opisuje, w jaki sposob przydzielic personel i inne zasoby do dzialan okreslonych dla biezacej iteracji.;Dawid BONDYRA
Construction;Iteration Evaluation Criteria Review;349;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Zadanie to opisuje sposob zatwierdzania kryteriow, ktore beda stosowane do okreslania, czy praca wykonana podczas iteracji spelnia cele iteracji.;Dawid BONDYRA
